Date / Time,City,State,Shape,Duration,Summary,Posted
3/07/2020 19:30,La Grange,KY,Light,5 minutes,"Numerous balls of white, and some red lights slowly moving in and around other and other stationary lights.",5/01/2020
3/07/2020 19:30,Fremont,OH,Light,4 minutes,10 very high white lights in a single file formation 8 to 10 degrees apart. ((Spacelink satellites)),5/01/2020
3/07/2020 19:30,Columbus,OH,Light,10 minutes,40-50 solid lights going from West to east at equal intervals for about 10 min from when I noticed them. ((Spacelink satellites)),5/01/2020
3/07/2020 19:30,Delaware,OH,Formation,20 seconds,At 7:30pm I was in my back yard and looked up at the stars as I often do. I noticed what I thought was the ISS. So I checked my ISS tra,5/01/2020
3/07/2020 19:02,Summerset,SD,Formation,2-3 minutes,25-30 white lights flying in a straight line equally spaced apart. ((Spacelink satellites)),5/01/2020
3/07/2020 19:00,Clinton Township,MI,Light,2 minutes,AN EVENING THAT CHANGED MY LIFE. ((Spacelink satellites)),5/01/2020
3/07/2020 19:00,Glenview,IL,Cross,1 hour,"20+ drones, same make and model, night flying in a staggered loop with no definite point of origin. ((Spacelink satellites))",5/01/2020
3/07/2020 18:57,Rochester,NY,Fireball,2 minutes,Look it like a fireball going up with an aura or flame outline but it was not moving,5/01/2020
3/07/2020 18:30,Davisville,WV,Light,10 minutes,Same as above. ((Spacelink satellites)),5/01/2020
3/07/2020 15:36,Whidbey Island,WA,,,MADAR Node 58,4/09/2020
3/07/2020 11:22,Edmonds,WA,,,MADAR Node 61,4/09/2020
3/07/2020 5:38,Valley City,ND,,,MADAR Node 93,4/09/2020
3/07/2020 2:34,Alice,TX,Sphere,Few minutes,Orange ball of light floating very close to ground,5/21/20
3/07/2020 1:00,Port Charlotte,OH,Light,1 minute,My husband and I were passengers in a car returning home from late night flight. He points out strange light in sky to east of I-75 (i,8/27/20
3/07/2020 0:30,Callahan (Bahamas),,Cigar,Few minutes,Driving down Lem Turner Rd just past 12:30am going toward airport saw a bright orange cigar shaped light no flashing just solid reddish,5/01/2020
3/06/2020 23:57,Brooksville,FL,Circle,60 seconds,"We saw three hovering objects sounded in bright red light, they separated and disappeared.",5/01/2020
3/06/2020 23:00,Atlas,PA,Sphere,12:00,"Small, blue red flashing lights,,fades nf disappeared then came back. ((anonymous)) ((NUFORC Note: Sirius?? PD))",5/01/2020
3/06/2020 22:15,Portal,GA,Sphere,2 minutes,Solid white sphere seen over Hwy 80. Then 2 lights seen over Portal. 30 minutes later traveling in the other direction near Hopeulikit,5/01/2020
3/06/2020 22:00,Fort Atkinson,WI,Unknown,7 minutes,20 Flying lights disappearing. ((Spacelink satellites)),5/01/2020
3/06/2020 21:35,Canonsburg,PA,Triangle,3 minutes,three bright amber lights moving in unison,3/31/21
3/06/2020 21:30,Princeton,MN,Other,30 minutes,"It just looked like stars in the sky, then on closer observation it was a parade of moving star like shapes, (Spacelink satellites))",5/01/2020
3/06/2020 21:15,Lincoln Park,MI,Light,>3 hours,Unusual rotating lights in the night sky.,5/01/2020
3/06/2020 21:00,Springfield,IL,Light,2 minutes,White balls of light Springfield Illinois,5/07/2020
3/06/2020 21:00,Eagle,ID,Circle,10 minutes,"Mysterious Red/Orange ball of light flew over us in Eagle, ID.",5/01/2020
3/06/2020 21:00,Bonduel/Pulaski,WI,Diamond,20 minutes,"Hovering, 1 white light in front 2 red in back, low flying, no sound, unexplainable movements.",5/01/2020
3/06/2020 20:30,Traverse City,MI,Formation,15-25 minutes,"String of *stars* evenly spaced, traveling strait line. ((Starlink satellites))",5/01/2020
3/06/2020 20:30,Fennville,MI,Light,~20 minutes,Witnessed a string of lights moving west to east. They were spaced evenly. ((Starlink satellites)),5/01/2020
3/06/2020 20:30,Saginaw,MI,Circle,3 minutes,There were a line of white lights (maybe bout 9) following one another and then just disappearing in the sky. ((Starlink satellites)),5/01/2020
3/06/2020 20:23,Grand Junction,CO,,,MADAR Node 75,4/09/2020
3/06/2020 20:20,Hoback,WY,Light,10 minutes,String of moving sequential lights at high altitude in rural Wyoming. ((Starlink satellites)),5/01/2020
3/06/2020 20:15,Omaha,NE,Light,10 minutes,I was out in my backyard to pickup chairs that had blown down durin ((Spacelink satellites)),5/01/2020
3/06/2020 20:07,Orem,UT,Light,10 minutes,Observed about 20-25 objects that were appearing from the West and heading East and then disappearing ((Starlink satellites)),5/01/2020
3/06/2020 20:00,Colfax,WI,Light,15-20 minutes,"22 or more plane-like lights flying NE in a straight line, my dogs were acting strange during it. ((Spacelink satellites))",5/01/2020
3/06/2020 20:00,Junction City,KS,Other,4 minutes,Look like stars moving in a row. ((Starlink satellites)),5/01/2020
3/06/2020 20:00,Blackfoot,ID,Circle,17 minutes,UFO’s In nighttime sky over Blackfoot. ((Starlink satellites)),5/01/2020
3/06/2020 19:50,Madison,WI,Unknown,7 minutes,Each object was dimly lit and traveling at a high rate of speed and accenting before each disappeared . ((Starlink satellites)),5/01/2020
3/06/2020 19:45,Reading,PA,Fireball,3-4 minutes,25+ orange lighted objects passed in sky (no sound) on 3/6/2020 at 7:45 PM. ((Spacelink satellites)),5/01/2020
3/06/2020 19:45,Madison,WI,Light,5 minutes,"Exact distance between ""lights,"" their speed from each other. ((Starlink satellites))",5/01/2020
3/06/2020 19:43,Olathe,KS,Light,2 minutes,Multiple lights zoom across the sky. ((Starlink satellites)),5/01/2020
3/06/2020 19:43,Plymouth,MN,Other,0:06:00,Single file star like sky objects moving across sky in straight line from NE to SW. ((Starlink satellites)),5/01/2020
3/06/2020 19:40,Junction City,KS,Light,>5 minutes,We noticed what we thought was a satellite. Then another one appeared. Then another. ((Starlink satellites)),5/01/2020
3/06/2020 19:35,Des Plaines,IL,Flash,5 minutes,"Witness 30 star-like lights, appearing from southwest sky, travelling in ""convoy,"" evenly spaced. ((Starlink satellites))",5/01/2020
3/06/2020 19:35,Manchester,OK,Light,15 minutes,"Approx. 735 pm, we witnessed a perfect line traveling from south west to northeast direction. ((Starlink satellites))",5/01/2020
3/06/2020 19:30,Cedar Rapids,IA,Light,5 minutes,Small lights appeared in the western sky and started moving NE about the same size and brightness ((Starlink satellites)),5/01/2020
3/06/2020 19:30,Mount Pleasant,WI,Other,10 minutes,String of 8-10 lights that appeared to to have the magnitude of satellites but were evenly spaced. ((Starlink satellites)),5/01/2020
3/06/2020 19:30,Arvada,CO,,2.5-4 minutes,"Strange formation of lights; Strait line, evenly spaced, ((Spacelink satellites))",5/01/2020
3/06/2020 19:30,Maryville,MO,Light,7 minutes,"Lights Flying high in sky going east northeast, at least 2 times faster than other planes in sky. ((Starlink satellites))",5/01/2020
3/06/2020 19:30,Madison,WI,Light,3 minutes,"Lights moving in a straight line at constant speed, remaining evenly spaced. ((Starlink satellites))",5/01/2020
3/06/2020 19:28,Muskego,WI,Light,1 minute,"Fast traveling light, clearly not a plane, speeding across the sky and then disappeared or flew too distant to see.",5/01/2020
3/06/2020 19:15,Menomonee Falls,WI,Light,20+ minutes,Looking West at Venus seeing multiple lights over 25 of them moving almost evenly spaced going due East. ((Starlink satellites)),5/01/2020
3/06/2020 19:10,Sun Valley,NV,Light,3 minutes,Lights started to appear one after the other traveling North East all spaced equally. 14 in total. ((Starlink satellites)),5/01/2020
3/06/2020 19:10,Jackson,WI,Unknown,19:10-19:25,Looking west at a bright star at about 19:10 last night. I then noticed movement ((Spacelink satellites)),5/01/2020
3/06/2020 19:00,Edgerton,WI,Light,4 minutes,Unknown string of lights in the sky . ((Spacelink satellites)),5/01/2020
3/06/2020 19:00,Carson City,NV,Oval,5 minutes,"Between 19:00 to 19:15,15 crafts passed overhead in a steady formation trailing one behind the other ((Starlink satellites))",5/01/2020
3/06/2020 18:00,Baraboo,WI,Circle,10 minutes,Lline of circular white looking orbs spaced out evenly at a high altitude traveling at a fast speed (Spacelink?)((Starlink satellites)),5/01/2020
3/06/2020 17:00,Beavercreek,OH,Other,15 seconds,Flash and object zig-zagging near wpafb,5/01/2020
3/06/2020 17:00,Madison,WI,Circle,3 minutes,Straight line flight of 8 equally spaced.,5/01/2020
3/06/2020 15:00,Port Angeles,WA,Teardrop,<5 seconds,Several black objects like a string of beads disappeared .,5/01/2020
3/06/2020 15:00,Grass Valley,CA,Light,30 minutes,Amazing straight line of 30+ lights traveling through the sky at a high rate of speed spaced equally. ((Starlink satellites)),5/01/2020
3/06/2020 14:39,Fort collins,CO,Light,2 minutes,Parade or line of star like objects in formation..((Starlink satellites)),5/01/2020
3/06/2020 13:00,El Cajon/La Mesa,CA,Other,Seconds,It was the middle of the day. I saw 5 metal helmet shaped craft flying in a diagonal upside down L formation right very quickly .,6/25/20
3/06/2020 8:45,Jenison,MI,Formation,3 minutes,8 single line lights evenly spaced moving at same slow pace dissappear at the same spot. ((Starlink satellites)),5/01/2020
3/06/2020 7:45,Rockford,IL,Light,~20 minutes,They were in the Northwest sky traveling from West south west to north by North East in single file. ((Starlink satellites)),5/01/2020
3/06/2020 7:45,Mequon,WI,Light,15 minutes,String of lights one after another evenly spaced out. ((Starlink satellites)),5/01/2020
3/06/2020 7:38,Savanna,IL,Light,45,Light in the sky hundreds of them ho into what seemed to be a black hole in the sky. ((Starlink satellites)),5/01/2020
3/06/2020 7:00,West bend,WI,Formation,10 minutes,White dots in line formation. ((Starlink satellites)),5/01/2020
3/06/2020 5:30,Point Mackenzie,AK,Unknown,2-12 seconds,"I only heard it, it sounded like a jet at a speed close to or exceeding that of the speed of sound",5/01/2020
3/06/2020 5:15,Kansas City,MO,Light,15 minutes,"5-6 Satellite LOOKING objects flying in trail formation maintaining constant speed, heading and distance. ((Starlink satellites))",5/01/2020
3/06/2020 5:10,Branson,MO,Formation,2 minutes,"I took my dogs out early morning and looked to the north, I seen lights moving in a line heading east. ((Starlink satellites))",5/01/2020
3/06/2020 5:00,Davenport,IA,Formation,7 minutes,"15 to 20 lights, appearing out of the big dipper, traveling south east at even spacing, straight line, ((Starlink satellites))",5/01/2020
3/06/2020 4:36,Hermon,ME,Light,8 minutes,Why so many? There is some mate or volume here! It was not one observation platform! ((Starlink satellites)),5/01/2020
3/05/2020 22:00,Ammon,ID,Formation,2 minutes,"24+ lights all synchronized, moving at incredible speed in space. Appearing and disappearing. ((Starlink satellites))",5/01/2020
3/05/2020 21:30,New Orleans,LA,Unknown,3 minutes,Orange Fire Like Orbs Flying Across Mississippi River.,5/01/2020
3/05/2020 21:15,Lebanon,OH,Sphere,5 minutes,"Round spheres, evenly spaced, heading northwest. Total of 12 lasting 5 minutes. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 21:14,McCordsville,IN,Unknown,4 seconds,Translucent or Cloaked UFO visible against night sky.,4/09/2020
3/05/2020 21:09,Salt Lake City,UT,Light,10 minutes,"5 large balls of light in a diagonal line, not moving in the sky, disappeared one by one.",5/01/2020
3/05/2020 21:00,Rayland,OH,Light,20 minutes,Saw a bright object and 26 other ones coming out of the bright light. All in a perfect line. ((Starlink satellites)),5/01/2020
3/05/2020 21:00,Brunswick,OH,Circle,15 minutes,"Saw 3 circles that I thought were stars but then the objects started moving and disappeared. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:42,Irwin,PA,Circle,14 minutes,"25+ bright spheres materialize and then disappear across the sky. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:30,Basalt,CO,Light,20 minutes,Saw a straight line of lights at the top of the atmosphere. All the lights were going in a straight line. ((Spacelink satellites)),5/01/2020
3/05/2020 20:30,Toronto (Canada),ON,Light,3,"A very bright yellow light keeps appearing in the same location in Toronto's sky, stays still and disappears",4/09/2020
3/05/2020 20:30,Bryan,OH,Light,10 minutes,String of 32 satellite-like lights that lasted 10 minutes. ((Starlink satellites)),5/01/2020
3/05/2020 20:30,Nicholasville,KY,Light,10 minutes,"3 adults watched multiple star-intensity lights move south to north in western sky a couple of degrees below Venus. No sound, moved in",4/09/2020
3/05/2020 20:25,Independence,KY,Light,~5 minutes,We saw 15 to 20 lights flying in a perfect line. ((Starlink satellites)),5/01/2020
3/05/2020 20:25,Columbus,OH,Circle,2-3 minutes,"Perfect line formation of round white objects moving across the night sky and vanished one by one. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:23,Grand Junction,CO,,,"MADAR Node 75, previously listed as 03/06/2020 in error",4/09/2020
3/05/2020 20:20,Weston,WV,Light,15 minutes,Saw 3 lights aligned in sky.. they took turns blinking very brightly...after 15 to 20 minutes they just disappeared...saw something fam,5/01/2020
3/05/2020 20:19,Sharon,PA,Circle,5 minutes,"Looking NW we see a dot come from behind a cloud, followed by another and another ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:18,Elkview,WV,Circle,10 minutes,"Multiple star like lights moving in a single file line across the sky then disappearing. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:17,Harrisburg,PA,Unknown,10 minutes,Dim light close to venus quickly becoming brighter than venus and then fading away. happened total of approx 10 times,5/01/2020
3/05/2020 20:17,Delaware,OH,Formation,10 seconds,"I see 5 lights in a line, separated evenly, flying at the same speed. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:15,Vienna,OH,Light,10 minutes,"24 lights flying one after the other in a pretty consecutive time frame. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:15,Gunnison,CO,Light,9 minutes,Multiple large ufos sighted moving from the southwestern heading northeast.. ((Starlink satellites)),5/01/2020
3/05/2020 20:15,Lexington,KY,Circle,10 minutes,"Multiple dots moving away from venus. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:15,Selma,IN,Light,45 mins and still happeni,"Long line of lights and disappeared. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:15,McKeesport,PA,Light,10 minutes,"5 star-like objects in formation evenly spaced moving in a straight line. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 20:15,Columbia,IL,Formation,5 minutes,"Dozen or more high altitude objects equidistance heading southeast ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:14,Canonsburg,PA,Light,60 seconds,"multiple craft following each other and disappearing on a clear night. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:13,Grayson,KY,Light,15 minutes,"In Grayson Kentucky I just seen about 27 ufos they were all flying in a strait line. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:13,Greenfield,IN,Light,5 minutes,"Multiple moving objects, each appearing as a single light, evenly spaced in a straight line.. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:10,Paris,KY,Light,3 minutes,"15 to 20 white lights in line from South East to North West equally spaced apart moving fast. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:10,Columbus,OH,Light,30 seconds,"8 lights evenly spaced moving in a straight line and each consecutively disappeared overhead. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 20:10,Jackson,OH,Light,15 minutes,~1.75 hours after sunset approx. 20 lights flew in straight line SW to NE fading out at certain point. ((Starlink satellites)),5/01/2020
3/05/2020 20:00,Massillon,OH,Light,40 minutes,"Too high and too fast to be from here. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:00,Las Vegas,NV,Light,5 minutes,"A string of lights moving east.No flashing lights in perfect formation single file. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 20:00,Park City,UT,Formation,5 minutes,"my partner pointed out in the stars that he saw two moving perfectly spaced apart. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:00,Tooele,UT,Light,5 minutes,"Approx 30 star looking objects, evenly spaced, in a straight line. Heading north east. ((Starlink satellites?))",4/09/2020
3/05/2020 20:00,Greensburg,PA,Circle,5 minutes,"30 &quot;star-like&quot; flying objects. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:00,Ririe,ID,Light,15 minutes,A line of lights each one following the other perfectly spaced apart. ((Starlink satellites?)),4/09/2020
3/05/2020 20:00,Greenup,KY,,15 minutes,"11 star looking lights in a straight line evenly separated going across the night sky. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/05/2020 20:00,Brunswick,OH,Circle,20 minutes,"6 White circles moving in a straight line and then dissapearing and then looping and reappearing. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 20:00,Loveland,CO,Light,30 minutes,Multiple small white lights swooping and changing direction. ((Starlink satellites)),5/01/2020
3/05/2020 20:00,Masontown,PA,Formation,30 minutes,Orbs become visible as the pass under and by Venus in a formation. ((Starlink satellites)),5/01/2020
3/05/2020 20:00,North Las Vegas,NV,Light,10 minutes,Numerous North bound lights. ((Starlink satellites)),5/01/2020
3/05/2020 20:00,Pleasant Grove,UT,Light,30 minutes,"Counted 50 perfectly spaced identical looking white Lights, Traveling in a straight line, west to east ((Starlink satellites))",5/01/2020
3/05/2020 19:55,Parkersburg,WV,Light,1.5-2 minutes,"8 Extremely bright lights move across the horizon in unison in a matter of 2 minutes or less. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 19:55,Woodland Park,CO,Formation,5 minutes,"I saw a strange sequence of lights being shot out of a “star” in the western sky maintaining, equal distance. ((Spacelink satellites?))",6/25/20
3/05/2020 19:55,Brigham City,UT,Triangle,1 minute,We were driving when we saw three amber colored lights in the sky form a perfect triangle then shift in a full circle and dispersed qui,3/31/21
3/05/2020 19:50,Commerce City,CO,Circle,2 minutes,"We seen a fairly uniform line of lights forming a line going north to south of the big white light. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 19:50,Arvada,CO,Other,5 minutes,See above. ((Starlink satellites?)),4/09/2020
3/05/2020 19:45,Rexburg,ID,Formation,15 minutes,25 lights in straight line formation heading northeast. ((Starlink satellites?)),4/09/2020
3/05/2020 19:45,Bayfield,CO,Formation,10 minutes,Single file dots of unblinking light. Moved sw to ne. ((Starlink satellites?)),4/09/2020
3/05/2020 19:45,Vernal,UT,Light,10 minutes,"I had seen was just another satellite passing, but as I kept watching another trailed right behind it. ((Starlink satellites?))",4/09/2020
3/05/2020 19:45,Delta,CO,Circle,15 minutes,Greatest mass sighting of my lif e. ((Starlink satellites?)),4/09/2020
3/05/2020 19:45,Loveland,CO,Light,2-3 minutes,"7-8 white circular shapes moving in uniform, at same speed across the sky for 2-3 min before disappearing. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 19:45,Dacono,CO,Other,5 minutes,"Line of evenly spaced lights appearing at the same location then traveling through the sky and disappearing. ((""Starlink"" satellites?))",5/01/2020
3/05/2020 19:43,Raigad (India),,Disk,2 minutes,While sky watching my camera caught 5 mysterious lights in that had a blue flame. They stayed for 2 mins and vanished upwards. These li,5/01/2020
3/05/2020 19:40,Colorado Springs,CO,Formation,15 minutes,I noticed what I first thought was Orion’s Belt but it was moving ((Starlink satellites?)),4/09/2020
3/05/2020 19:35,Denver,CO,Circle,55 minutes,"UFOs appeared 1 by 1 in a lined order from behind a curtain bright star that I don’t know, ((anonymous report))",4/09/2020
3/05/2020 19:30,Blackwell,MO,Sphere,25,"Observed over 100 lights flying in a straight line at high altitude in Rural Washington Co.. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 19:30,Westminster,CO,Circle,20 minutes,Continuous balls of lights seen in the sky near Westminster. ((Starlink satellites)),5/01/2020
3/05/2020 19:30,Loveland,CO,Light,18 minutes,String of lights equidistant in western sky that followed each other. ((Starlink satellites?)),4/09/2020
3/05/2020 19:29,Athens,GA,Chevron,4 seconds,"I was driving down the road, spotted three incredibly bright lights, in a perfectly straight line. I scrambled for my phone, by the tim",5/01/2020
3/05/2020 19:13,Altamont,IL,Unknown,15,"Small star like fleet of lights over night sky- No specific formation - not nose to tail, tail to nose. ((""Starlink"" satellites??))",4/09/2020
3/05/2020 19:00,Springfield,MO,Circle,30-40 minutes,"they were not us aircraft, ((Starlink satellites?))",4/09/2020
3/05/2020 19:00,Boulder,CO,Light,5 minutes,"Lights move across the sky and then disappear, one by one. ((Starlink satellites))",5/01/2020
3/05/2020 19:00,Lecoma,MO,Light,20 minutes,"100 + objects moving in a straight line from south to north evenly spaced apart. ((""Spacelink"" satellites??))((anonymous))",4/09/2020
3/05/2020 18:45,Pickering (Canada),ON,Light,2 minutes,"Bright light travelling over Pickering Ontario, stopped for a minute and the disappeared",4/09/2020
3/05/2020 18:45,Madera,CA,Circle,5 minutes,"30 to 40 white lights flying in formation, all equally apart in straight line. ((Starlink satellites))",5/01/2020
3/05/2020 18:30,Perry,UT,Triangle,30 minutes,"There were 20 to 25 triangle craft moving NNW, perfectly spaced and moving extremely quickly. ((Starlink satellites))",5/01/2020
3/05/2020 18:00,Santa Clarita,CA,Other,Seconds,Driving north on rail Road in Santa Clarita/Valencia California at approximately 6:15 PM Pacific standard time. I was with my wife and,5/01/2020
3/05/2020 18:00,Bainbridge,OH,Formation,5 seconds,"Two yellow circles appeared shining Yello with light. Then three at one time between those lit up. ((""Spacelink"" satellites??))",4/09/2020
3/05/2020 16:45,Princeton,ME,Changing,1 minute,A Spherical/Cylindrical object that suddenly changes to chevron shape and abruptly disappears.,5/15/20
3/05/2020 14:00,South Reading,VT,Rectangle,3 minutes,Square/rectangular black and white craft no sound.,5/01/2020
3/05/2020 8:00,Cincinnati,OH,Light,20 minutes or more,Regularly spaced lights lasting at least 20 minutes. ((Starlink satellites)),5/01/2020
3/05/2020 7:45,Wheat Ridge,CO,Light,25 minutes,Multiple craft evenly spaced perfectly in line formation. Appeared to be coming from a portal in the W. ((anonymous)),4/09/2020
3/05/2020 7:40,Frutia,CO,Unknown,3 minutes,Stars flying not falling. ((Starlink satellites)) ((anonymous)),5/01/2020
3/05/2020 7:20,Robertsville,MO,Formation,10 minutes,"i looked up and from west to east, a formation of star like lights followed each other for 10 minutes ((""Starlink"" satellites??))",4/09/2020
3/05/2020 6:50,Madera,CA,Formation,2-3 minutes,We saw 8 lights in formation evenly spaced and moving at a high rate of speed. We then saw other lights in formation about 2-3 minutes,4/09/2020
3/05/2020 6:00,Fayetteville,AR,Disk,5 minutes,Flying saucer at Beaver Lake.,5/01/2020
3/05/2020 5:00,Orwell,VT,Circle,20 minutes,A trail of 40 or more lights moving to the east. ((Spacelink satellites)),5/01/2020
3/05/2020 4:45,Pasco,WA,Light,25 minutes,"Straight line of lights about 1/4 mile apart each. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 22:30,Osoyoos (Canada),BC,Oval,1 hour,"3 orbs - stationary. All in a row [similar to Orion's belt] -slight deviation. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/04/2020 22:00,Dillsboro,IN,Cigar,2 minutes,"Hovering close to highway 50. Then took off slowly then faster.white flashing lights, this thing was huge and it was square. No way it",4/09/2020
3/04/2020 21:51,Lashburn (Canada),SK,Egg,57 seconds,Looking into the night sky when I noticed 7 objects in the sky to the south.,5/01/2020
3/04/2020 21:30,Chester,NH,Triangle,80 minutes,"Extremely low flying & slow moving triangular/stealth, emitting intensely bright and moved through the air like it was floating",5/01/2020
3/04/2020 21:30,Ile Perrot (Canada),QC,Triangle,~2 hours,"Ile Perrot, Quebec, Canada, March 4th and March 6th, 2020 On the evening of March 4th, 2020 at around 9:30 PM. ((Venus??))",5/01/2020
3/04/2020 21:00,Kingman,AZ,Circle,10 seconds,3 orange colored round lights following each other up into the sky from the west. ((anonymous)),4/09/2020
3/04/2020 21:00,Cape May,NJ,Light,1 hour,Red dancing light. Then multiple flashing lights. Extremely silent. Three military helicopters on scene. Air tasted like perfume.,6/25/20
3/04/2020 20:41,Atlantic City,NJ,Formation,20 seconds,"I saw two orange lights and them disappeared. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 20:30,Pittsburgh,PA,Light,4 minutes,seen objects in sky above pittsburgh on March 4th about 8:30 at night ((Spacelink satellites)),5/01/2020
3/04/2020 20:23,Fort Collins,CO,Formation,15 minutes,"We watched 30+ lights in a line formation but in pairs. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/04/2020 20:00,Fairview Heights,IL,Light,30 minutes,"Husband rushed into the house and made me go outside where six ""stars"" were playing in the sky.",4/09/2020
3/04/2020 20:00,Dade City,FL,Circle,Hours,Strange bright pulsating light looks like a orange ball inside the light pulsating.,4/09/2020
3/04/2020 20:00,Fresno,CA,Light,5 minutes,"About 20-30 lights in total appeared in the night sky, traveling in the same trajectory. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 20:00,Fallon,NV,Light,5 minutes,"There were about 10 UFOs that were in a line. They were only about 3 visible at a time. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/04/2020 20:00,Pittsburg,CA,Light,4 minutes,"I kept seein a light come from behind the cloud and then I seen another and then another. ((""Starlink"" satellites??))((anonymous))",4/09/2020
3/04/2020 19:54,Vacaville,CA,Light,13 minutes,"Lights very high in the atmosphere passed over 1 at a time spaced evenly and in a straight line. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 19:50,Tracy,CA,Formation,5 minutes,12 lights traveling behind each other-then fading. ((Starlink satellites??))((anonymous)),4/09/2020
3/04/2020 19:40,Galt,CA,Light,10 minutes,"Formations of 25-30 lights that followed closely, clearly see them climbing in elevation . ((""Starlink"" satellites??))",4/09/2020
3/04/2020 19:40,Delavan,WI,Formation,30 seconds,"Saw 7 orange liluminated lights in the sky over, or near Delavan Wi. Flying perfectly spaced apart,. ((Spacelink satellites))",5/01/2020
3/04/2020 19:35,Stockton,CA,,10,"A line of lights they would appear and disappear in another.((""Starlink"" satellites??))((anonymous))",4/09/2020
3/04/2020 19:30,Clearwater,FL,Light,20 minutes,"large white light west of Clearwater, FL.",4/09/2020
3/04/2020 19:30,Singers Glen,VA,Light,3 minutes,Five white lights evenly spaced in single file. Moving from SW to North above Little North Mountain. ((Spacelink satellites)),5/01/2020
3/04/2020 19:17,La Center,WA,Teardrop,5 seconds,"Teardrop like shape traveling east coming from the West. Object was moving fast and low, approximately 100 to 200 feet off the ground.",4/09/2020
3/04/2020 19:17,Central Colorado,CO,Other,Half an hour,At least 80 was looked like to be satellites at first but they were too evenly spaced. ((Starlink satellites??))((anonymous)),4/09/2020
3/04/2020 19:10,Portland,OR,Circle,1 minute,One green orb moving really quickly from right to left above the Fremont bridge. It moved very fast and covered a large distance from m,4/09/2020
3/04/2020 19:00,Fairplat,CO,Unknown,30 minutes,"50 or more high altitude line of small lights moving North over South Park. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 18:30,Sutherlin,OR,,5 seconds,Very large white circular object on the east side of Douglas County. Object Fell to the ground. ((anonymous)),4/09/2020
3/04/2020 8:30,Dearborn,MI,Triangle,5 minutes,"I was outdoors in my yard and I turned around to look in the sky and I saw what I thought was a satellite ((""Starlink"" satellites??))",4/09/2020
3/04/2020 8:00,Atascadero,CA,Light,20 minutes,"1 object fly through 2 other objects and then it stopped after that 20 objects in the same pattern. ((""Starlink"" satellites??))((anon))",4/09/2020
3/04/2020 7:40,Oakland,CA,Light,20 minutes,Lights in the night sky leaving in a straight line. ((Starlink satellites??)),4/09/2020
3/04/2020 7:40,Half Moon Bay,CA,Formation,10 minutes,"Multiple satellite-looking lights travelling in multiple single file formation. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 7:20,Canby/Wilsonville,OR,Light,4 seconds,"Saw one very bright, glowing ball of light traveling west to east at approximately 1000 ft. altitude near Canby.",4/09/2020
3/04/2020 7:14,North Ogden,UT,Flash,5 seconds,Pulsed super bright. ((NUFORC Note: Possible flare from Iridium satellite?? PD)),4/09/2020
3/04/2020 6:22,Bonney Lake,WA,Light,2 minutes,"10-14 lights moving ESE in a straight line, evenly space. ((""Starlink"" satellites??))",4/09/2020
3/04/2020 6:13,White Cloud,MI,Formation,4-5 minute,Woke up this morning at 6:10am. Always look out my picture window. ((Starlink satellites??)),4/09/2020
3/04/2020 5:20,Cedar Rapids,IA,Light,15-20 minutes,"Substantial amount of 'satellites'. ((""Starlink"" satellites??))",4/09/2020
